CMDLINE python3 demo_event_to_video.py  ../../../models/e2v.ckpt
MEM 0.585938 1744826999.7324
MEM 72.957031 1744826999.8326
MEM 190.300781 1744826999.9329
MEM 221.988281 1744827000.0331
MEM 274.945312 1744827000.1333
MEM 289.207031 1744827000.2335
MEM 299.332031 1744827000.3337
MEM 308.894531 1744827000.4339
MEM 372.062500 1744827000.5341
MEM 383.875000 1744827000.6379
MEM 415.714844 1744827000.7381
MEM 427.859375 1744827000.8382
MEM 439.410156 1744827000.9384
MEM 445.972656 1744827001.0386
MEM 463.683594 1744827001.1389
MEM 477.746094 1744827001.2391
MEM 486.230469 1744827001.3393
MEM 491.539062 1744827001.4395
MEM 522.742188 1744827001.5397
MEM 531.972656 1744827001.6400
MEM 579.796875 1744827001.7402
MEM 597.343750 1744827001.8403
MEM 601.132812 1744827001.9405
MEM 611.914062 1744827002.0407
MEM 611.914062 1744827002.1409
MEM 611.914062 1744827002.2410
MEM 611.914062 1744827002.3416
MEM 611.914062 1744827002.4423
MEM 611.914062 1744827002.5426
MEM 611.914062 1744827002.6431
MEM 611.914062 1744827002.7435
MEM 611.914062 1744827002.8442
MEM 611.914062 1744827002.9446
MEM 611.914062 1744827003.0450
MEM 611.914062 1744827003.1457
MEM 611.914062 1744827003.2459
MEM 611.914062 1744827003.3464
MEM 611.914062 1744827003.4470
MEM 611.914062 1744827003.5474
MEM 611.914062 1744827003.6480
MEM 611.914062 1744827003.7483
MEM 611.914062 1744827003.8489
MEM 611.914062 1744827003.9493
MEM 611.914062 1744827004.0498
MEM 611.914062 1744827004.1505
MEM 611.914062 1744827004.2510
MEM 611.914062 1744827004.3515
MEM 611.914062 1744827004.4522
MEM 611.914062 1744827004.5527
MEM 611.914062 1744827004.6529
MEM 611.914062 1744827004.7531
MEM 611.914062 1744827004.8533
MEM 611.914062 1744827004.9534
MEM 691.667969 1744827005.0536
MEM 772.105469 1744827005.1537
MEM 852.917969 1744827005.2539
MEM 934.105469 1744827005.3541
MEM 1014.917969 1744827005.4542
MEM 1095.917969 1744827005.5544
MEM 1176.730469 1744827005.6545
MEM 1360.480469 1744827005.7547
MEM 1589.605469 1744827005.8548
MEM 1725.917969 1744827005.9561
MEM 704.085938 1744827006.0563
MEM 784.335938 1744827006.1564
MEM 865.148438 1744827006.2566
MEM 945.585938 1744827006.3567
MEM 1026.023438 1744827006.4569
MEM 1106.460938 1744827006.5570
MEM 1186.710938 1744827006.6572
MEM 1388.648438 1744827006.7573
MEM 1617.773438 1744827006.8575
MEM 1504.960938 1744827006.9577
MEM 755.769531 1744827007.0579
MEM 847.082031 1744827007.1581
MEM 939.144531 1744827007.2582
MEM 1031.207031 1744827007.3584
MEM 1123.457031 1744827007.4585
MEM 1209.144531 1744827007.5587
MEM 1463.207031 1744827007.6588
MEM 1723.269531 1744827007.7590
MEM 753.347656 1744827007.8592
MEM 807.722656 1744827007.9594
MEM 898.472656 1744827008.0595
MEM 989.410156 1744827008.1597
MEM 1080.160156 1744827008.2598
MEM 1170.910156 1744827008.3600
MEM 1321.660156 1744827008.4602
MEM 1580.972656 1744827008.5603
MEM 1734.722656 1744827008.6615
MEM 692.062500 1744827008.7618
MEM 692.062500 1744827008.8619
MEM 756.691406 1744827008.9621
MEM 784.152344 1744827009.0622
MEM 784.152344 1744827009.1624
MEM 784.152344 1744827009.2626
MEM 784.152344 1744827009.3627
MEM 929.062500 1744827009.4629
MEM 1090.878906 1744827009.5630
MEM 1161.253906 1744827009.6632
MEM 1162.382812 1744827009.7634
MEM 1162.382812 1744827009.8636
MEM 1162.382812 1744827009.9638
MEM 1162.382812 1744827010.0640
MEM 1162.382812 1744827010.1641
MEM 1162.382812 1744827010.2643
MEM 1162.382812 1744827010.3645
MEM 1162.382812 1744827010.4646
MEM 1162.382812 1744827010.5648
MEM 1162.382812 1744827010.6650
MEM 1162.382812 1744827010.7651
MEM 1162.382812 1744827010.8652
MEM 1162.382812 1744827010.9654
MEM 1162.382812 1744827011.0656
MEM 1162.382812 1744827011.1657
MEM 1162.382812 1744827011.2659
MEM 1162.382812 1744827011.3660
MEM 1162.382812 1744827011.4662
MEM 1162.382812 1744827011.5664
MEM 1162.382812 1744827011.6665
MEM 1162.382812 1744827011.7667
MEM 1162.382812 1744827011.8669
MEM 1162.382812 1744827011.9671
MEM 1162.382812 1744827012.0673
MEM 1162.382812 1744827012.1676
MEM 1163.132812 1744827012.2679
MEM 1165.757812 1744827012.3681
MEM 1168.382812 1744827012.4682
MEM 1171.195312 1744827012.5686
MEM 1174.007812 1744827012.6688
MEM 1176.445312 1744827012.7690
MEM 1179.445312 1744827012.8694
MEM 1182.445312 1744827012.9696
MEM 1185.257812 1744827013.0698
MEM 1188.257812 1744827013.1699
MEM 1191.257812 1744827013.2705
MEM 1194.257812 1744827013.3706
MEM 1197.070312 1744827013.4713
MEM 1200.257812 1744827013.5718
MEM 1203.257812 1744827013.6720
MEM 1206.257812 1744827013.7721
MEM 1209.257812 1744827013.8723
MEM 1212.257812 1744827013.9725
MEM 1215.257812 1744827014.0727
MEM 1218.257812 1744827014.1732
MEM 1221.070312 1744827014.2738
MEM 1224.070312 1744827014.3742
MEM 1226.882812 1744827014.4747
MEM 1230.257812 1744827014.5752
MEM 1233.257812 1744827014.6753
MEM 1236.445312 1744827014.7755
MEM 1239.445312 1744827014.8760
MEM 1242.445312 1744827014.9762
MEM 1248.257812 1744827015.0764
MEM 1260.257812 1744827015.1766
MEM 1270.570312 1744827015.2770
MEM 1288.757812 1744827015.3772
MEM 1307.507812 1744827015.4774
MEM 1326.257812 1744827015.5776
MEM 1345.195312 1744827015.6777
MEM 1364.320312 1744827015.7779
MEM 1382.882812 1744827015.8781
MEM 1401.257812 1744827015.9782
MEM 1411.945312 1744827016.0784
MEM 1425.257812 1744827016.1786
MEM 1439.132812 1744827016.2787
MEM 1449.257812 1744827016.3789
MEM 1462.382812 1744827016.4791
MEM 1472.882812 1744827016.5793
MEM 1482.070312 1744827016.6795
MEM 1490.320312 1744827016.7797
MEM 1496.132812 1744827016.8798
MEM 1504.570312 1744827016.9800
MEM 1511.132812 1744827017.0802
MEM 1518.632812 1744827017.1804
MEM 1530.632812 1744827017.2805
MEM 1549.007812 1744827017.3807
MEM 1567.757812 1744827017.4809
MEM 1586.507812 1744827017.5811
MEM 1605.632812 1744827017.6813
MEM 1624.382812 1744827017.7815
MEM 1642.945312 1744827017.8816
MEM 1661.882812 1744827017.9818
MEM 1675.570312 1744827018.0820
MEM 1694.132812 1744827018.1821
MEM 1712.882812 1744827018.2823
MEM 1731.445312 1744827018.3825
MEM 1750.382812 1744827018.4826
MEM 1768.945312 1744827018.5831
MEM 1787.695312 1744827018.6833
MEM 1806.257812 1744827018.7835
MEM 1825.007812 1744827018.8836
MEM 1843.757812 1744827018.9838
MEM 1861.007812 1744827019.0843
MEM 1879.007812 1744827019.1844
MEM 1895.695312 1744827019.2846
MEM 1914.257812 1744827019.3848
MEM 1932.257812 1744827019.4852
MEM 1949.882812 1744827019.5854
MEM 1968.445312 1744827019.6856
MEM 1987.570312 1744827019.7858
MEM 2006.507812 1744827019.8859
MEM 2019.257812 1744827019.9861
MEM 2027.507812 1744827020.0863
MEM 2033.695312 1744827020.1865
MEM 2037.257812 1744827020.2866
MEM 2040.257812 1744827020.3872
MEM 2043.445312 1744827020.4876
MEM 2046.445312 1744827020.5878
MEM 2049.445312 1744827020.6880
MEM 2052.632812 1744827020.7882
MEM 2055.632812 1744827020.8884
MEM 2058.820312 1744827020.9885
MEM 2062.007812 1744827021.0887
MEM 2065.007812 1744827021.1889
MEM 2068.195312 1744827021.2890
MEM 2071.195312 1744827021.3892
MEM 2074.195312 1744827021.4898
MEM 2077.195312 1744827021.5900
MEM 2080.382812 1744827021.6901
MEM 2083.570312 1744827021.7903
MEM 2086.570312 1744827021.8905
MEM 2089.570312 1744827021.9907
MEM 2092.570312 1744827022.0909
MEM 2095.945312 1744827022.1911
MEM 2098.945312 1744827022.2913
MEM 2101.945312 1744827022.3914
MEM 2105.132812 1744827022.4916
MEM 2107.757812 1744827022.5918
MEM 2110.945312 1744827022.6919
MEM 2113.945312 1744827022.7921
MEM 2117.132812 1744827022.8923
